number,name,position_lat,position_lng,available_bikes,available_bike_stands,rounded_last_update,temp,feels_like,humidity,rain_1h,weather_desc,weather_brief,wind_speed,weatherid
28,MOUNTJOY SQUARE WEST,53.3563,-6.25859,16,14,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
29,ORMOND QUAY UPPER,53.3461,-6.268,6,23,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
29,ORMOND QUAY UPPER,53.3461,-6.268,6,23,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
29,ORMOND QUAY UPPER,53.3461,-6.268,6,23,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
29,ORMOND QUAY UPPER,53.3461,-6.268,6,23,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
30,PARNELL SQUARE NORTH,53.3537,-6.2653,7,13,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
30,PARNELL SQUARE NORTH,53.3537,-6.2653,7,13,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
30,PARNELL SQUARE NORTH,53.3537,-6.2653,7,13,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
30,PARNELL SQUARE NORTH,53.3537,-6.2653,7,13,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
31,PARNELL STREET,53.3509,-6.26512,9,11,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
31,PARNELL STREET,53.3509,-6.26512,9,11,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
31,PARNELL STREET,53.3509,-6.26512,9,11,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
31,PARNELL STREET,53.3509,-6.26512,9,11,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
32,PEARSE STREET,53.3443,-6.25043,24,6,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
32,PEARSE STREET,53.3443,-6.25043,24,6,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
32,PEARSE STREET,53.3443,-6.25043,24,6,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
32,PEARSE STREET,53.3443,-6.25043,24,6,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
33,PRINCES STREET / O'CONNELL STREET,53.349,-6.26031,23,0,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
33,PRINCES STREET / O'CONNELL STREET,53.349,-6.26031,23,0,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
33,PRINCES STREET / O'CONNELL STREET,53.349,-6.26031,23,0,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
33,PRINCES STREET / O'CONNELL STREET,53.349,-6.26031,23,0,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
34,PORTOBELLO HARBOUR,53.3304,-6.26516,26,4,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
34,PORTOBELLO HARBOUR,53.3304,-6.26516,26,4,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
34,PORTOBELLO HARBOUR,53.3304,-6.26516,26,4,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
34,PORTOBELLO HARBOUR,53.3304,-6.26516,26,4,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
35,SMITHFIELD,53.3477,-6.27821,15,15,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
35,SMITHFIELD,53.3477,-6.27821,15,15,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
35,SMITHFIELD,53.3477,-6.27821,15,15,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
35,SMITHFIELD,53.3477,-6.27821,15,15,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
36,ST. STEPHEN'S GREEN EAST,53.3378,-6.25603,0,40,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
36,ST. STEPHEN'S GREEN EAST,53.3378,-6.25603,0,40,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
36,ST. STEPHEN'S GREEN EAST,53.3378,-6.25603,0,40,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
36,ST. STEPHEN'S GREEN EAST,53.3378,-6.25603,0,40,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
37,ST. STEPHEN'S GREEN SOUTH,53.3375,-6.26199,2,28,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
37,ST. STEPHEN'S GREEN SOUTH,53.3375,-6.26199,2,28,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
37,ST. STEPHEN'S GREEN SOUTH,53.3375,-6.26199,2,28,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
37,ST. STEPHEN'S GREEN SOUTH,53.3375,-6.26199,2,28,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
38,TALBOT STREET,53.351,-6.25294,33,7,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
38,TALBOT STREET,53.351,-6.25294,33,7,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
38,TALBOT STREET,53.351,-6.25294,33,7,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
38,TALBOT STREET,53.351,-6.25294,33,7,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
39,WILTON TERRACE,53.3324,-6.25272,0,20,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
39,WILTON TERRACE,53.3324,-6.25272,0,20,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
39,WILTON TERRACE,53.3324,-6.25272,0,20,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
39,WILTON TERRACE,53.3324,-6.25272,0,20,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
40,JERVIS STREET,53.3483,-6.26665,9,12,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
40,JERVIS STREET,53.3483,-6.26665,9,12,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
40,JERVIS STREET,53.3483,-6.26665,9,12,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
40,JERVIS STREET,53.3483,-6.26665,9,12,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
41,HARCOURT TERRACE,53.3328,-6.25794,10,10,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
41,HARCOURT TERRACE,53.3328,-6.25794,10,10,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
41,HARCOURT TERRACE,53.3328,-6.25794,10,10,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
41,HARCOURT TERRACE,53.3328,-6.25794,10,10,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
42,SMITHFIELD NORTH,53.3496,-6.2782,15,15,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
42,SMITHFIELD NORTH,53.3496,-6.2782,15,15,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
42,SMITHFIELD NORTH,53.3496,-6.2782,15,15,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
42,SMITHFIELD NORTH,53.3496,-6.2782,15,15,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
43,PORTOBELLO ROAD,53.3301,-6.26804,24,6,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
43,PORTOBELLO ROAD,53.3301,-6.26804,24,6,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
43,PORTOBELLO ROAD,53.3301,-6.26804,24,6,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
43,PORTOBELLO ROAD,53.3301,-6.26804,24,6,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
44,UPPER SHERRARD STREET,53.3584,-6.26064,7,23,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
44,UPPER SHERRARD STREET,53.3584,-6.26064,7,23,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
44,UPPER SHERRARD STREET,53.3584,-6.26064,7,23,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
44,UPPER SHERRARD STREET,53.3584,-6.26064,7,23,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
45,DEVERELL PLACE,53.3515,-6.25527,9,21,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
45,DEVERELL PLACE,53.3515,-6.25527,9,21,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
45,DEVERELL PLACE,53.3515,-6.25527,9,21,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
45,DEVERELL PLACE,53.3515,-6.25527,9,21,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
47,HERBERT STREET,53.3357,-6.24551,0,40,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
47,HERBERT STREET,53.3357,-6.24551,0,40,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
47,HERBERT STREET,53.3357,-6.24551,0,40,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
47,HERBERT STREET,53.3357,-6.24551,0,40,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
48,EXCISE WALK,53.3478,-6.24424,13,27,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
48,EXCISE WALK,53.3478,-6.24424,13,27,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
48,EXCISE WALK,53.3478,-6.24424,13,27,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
48,EXCISE WALK,53.3478,-6.24424,13,27,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
49,GUILD STREET,53.3479,-6.24093,24,16,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
49,GUILD STREET,53.3479,-6.24093,24,16,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
49,GUILD STREET,53.3479,-6.24093,24,16,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
49,GUILD STREET,53.3479,-6.24093,24,16,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
50,GEORGES LANE,53.3502,-6.2797,6,34,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
50,GEORGES LANE,53.3502,-6.2797,6,34,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
50,GEORGES LANE,53.3502,-6.2797,6,34,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
50,GEORGES LANE,53.3502,-6.2797,6,34,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
51,YORK STREET WEST,53.3393,-6.2647,9,31,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
51,YORK STREET WEST,53.3393,-6.2647,9,31,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
51,YORK STREET WEST,53.3393,-6.2647,9,31,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
51,YORK STREET WEST,53.3393,-6.2647,9,31,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
52,YORK STREET EAST,53.3388,-6.262,10,22,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
52,YORK STREET EAST,53.3388,-6.262,10,22,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
52,YORK STREET EAST,53.3388,-6.262,10,22,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
52,YORK STREET EAST,53.3388,-6.262,10,22,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
53,NEWMAN HOUSE,53.3371,-6.26059,0,40,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
53,NEWMAN HOUSE,53.3371,-6.26059,0,40,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
53,NEWMAN HOUSE,53.3371,-6.26059,0,40,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
53,NEWMAN HOUSE,53.3371,-6.26059,0,40,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
54,CLONMEL STREET,53.336,-6.26298,0,33,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
54,CLONMEL STREET,53.336,-6.26298,0,33,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
54,CLONMEL STREET,53.336,-6.26298,0,33,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
54,CLONMEL STREET,53.336,-6.26298,0,33,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
55,HATCH STREET,53.334,-6.26071,0,36,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
55,HATCH STREET,53.334,-6.26071,0,36,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
55,HATCH STREET,53.334,-6.26071,0,36,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
55,HATCH STREET,53.334,-6.26071,0,36,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
56,MOUNT STREET LOWER,53.338,-6.24153,16,24,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
56,MOUNT STREET LOWER,53.338,-6.24153,16,24,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
56,MOUNT STREET LOWER,53.338,-6.24153,16,24,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
56,MOUNT STREET LOWER,53.338,-6.24153,16,24,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
57,GRATTAN STREET,53.3396,-6.24378,13,10,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
57,GRATTAN STREET,53.3396,-6.24378,13,10,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
57,GRATTAN STREET,53.3396,-6.24378,13,10,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
57,GRATTAN STREET,53.3396,-6.24378,13,10,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
58,SIR PATRICK DUN'S,53.3392,-6.24064,32,8,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
58,SIR PATRICK DUN'S,53.3392,-6.24064,32,8,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
58,SIR PATRICK DUN'S,53.3392,-6.24064,32,8,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
58,SIR PATRICK DUN'S,53.3392,-6.24064,32,8,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
59,DENMARK STREET GREAT,53.3556,-6.2614,2,18,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
59,DENMARK STREET GREAT,53.3556,-6.2614,2,18,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
59,DENMARK STREET GREAT,53.3556,-6.2614,2,18,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
59,DENMARK STREET GREAT,53.3556,-6.2614,2,18,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
60,NORTH CIRCULAR ROAD,53.3596,-6.26035,24,6,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
60,NORTH CIRCULAR ROAD,53.3596,-6.26035,24,6,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
60,NORTH CIRCULAR ROAD,53.3596,-6.26035,24,6,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
60,NORTH CIRCULAR ROAD,53.3596,-6.26035,24,6,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
61,HARDWICKE PLACE,53.357,-6.26323,7,17,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
61,HARDWICKE PLACE,53.357,-6.26323,7,17,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
61,HARDWICKE PLACE,53.357,-6.26323,7,17,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
61,HARDWICKE PLACE,53.357,-6.26323,7,17,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
62,LIME STREET,53.346,-6.24358,0,40,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
62,LIME STREET,53.346,-6.24358,0,40,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
62,LIME STREET,53.346,-6.24358,0,40,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
62,LIME STREET,53.346,-6.24358,0,40,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
63,FENIAN STREET,53.3414,-6.24672,13,22,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
63,FENIAN STREET,53.3414,-6.24672,13,22,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
63,FENIAN STREET,53.3414,-6.24672,13,22,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
63,FENIAN STREET,53.3414,-6.24672,13,22,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
64,SANDWITH STREET,53.3452,-6.24716,37,3,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
64,SANDWITH STREET,53.3452,-6.24716,37,3,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
64,SANDWITH STREET,53.3452,-6.24716,37,3,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
64,SANDWITH STREET,53.3452,-6.24716,37,3,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
65,CONVENTION CENTRE,53.3474,-6.23852,1,39,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
65,CONVENTION CENTRE,53.3474,-6.23852,1,39,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
65,CONVENTION CENTRE,53.3474,-6.23852,1,39,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
65,CONVENTION CENTRE,53.3474,-6.23852,1,39,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
66,NEW CENTRAL BANK,53.3471,-6.23475,4,36,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
66,NEW CENTRAL BANK,53.3471,-6.23475,4,36,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
66,NEW CENTRAL BANK,53.3471,-6.23475,4,36,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
66,NEW CENTRAL BANK,53.3471,-6.23475,4,36,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
67,THE POINT,53.3469,-6.23085,12,28,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
67,THE POINT,53.3469,-6.23085,12,28,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
67,THE POINT,53.3469,-6.23085,12,28,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
67,THE POINT,53.3469,-6.23085,12,28,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
68,HANOVER QUAY,53.3441,-6.23715,11,29,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
68,HANOVER QUAY,53.3441,-6.23715,11,29,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
68,HANOVER QUAY,53.3441,-6.23715,11,29,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
68,HANOVER QUAY,53.3441,-6.23715,11,29,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
69,GRAND CANAL DOCK,53.3426,-6.2387,3,37,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
69,GRAND CANAL DOCK,53.3426,-6.2387,3,37,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
69,GRAND CANAL DOCK,53.3426,-6.2387,3,37,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
69,GRAND CANAL DOCK,53.3426,-6.2387,3,37,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
71,KEVIN STREET,53.3378,-6.2677,4,36,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
71,KEVIN STREET,53.3378,-6.2677,4,36,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
71,KEVIN STREET,53.3378,-6.2677,4,36,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
71,KEVIN STREET,53.3378,-6.2677,4,36,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
72,JOHN STREET WEST,53.3431,-6.27717,6,25,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
72,JOHN STREET WEST,53.3431,-6.27717,6,25,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
72,JOHN STREET WEST,53.3431,-6.27717,6,25,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
72,JOHN STREET WEST,53.3431,-6.27717,6,25,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
73,FRANCIS STREET,53.3421,-6.27523,18,12,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
73,FRANCIS STREET,53.3421,-6.27523,18,12,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
73,FRANCIS STREET,53.3421,-6.27523,18,12,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
73,FRANCIS STREET,53.3421,-6.27523,18,12,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
74,OLIVER BOND STREET,53.3439,-6.28053,14,16,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
74,OLIVER BOND STREET,53.3439,-6.28053,14,16,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
74,OLIVER BOND STREET,53.3439,-6.28053,14,16,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
74,OLIVER BOND STREET,53.3439,-6.28053,14,16,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
75,JAMES STREET,53.3435,-6.28741,12,28,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
75,JAMES STREET,53.3435,-6.28741,12,28,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
75,JAMES STREET,53.3435,-6.28741,12,28,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
75,JAMES STREET,53.3435,-6.28741,12,28,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
76,MARKET STREET SOUTH,53.3423,-6.28766,20,18,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
76,MARKET STREET SOUTH,53.3423,-6.28766,20,18,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
76,MARKET STREET SOUTH,53.3423,-6.28766,20,18,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
76,MARKET STREET SOUTH,53.3423,-6.28766,20,18,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
77,WOLFE TONE STREET,53.3489,-6.26746,12,17,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
77,WOLFE TONE STREET,53.3489,-6.26746,12,17,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
77,WOLFE TONE STREET,53.3489,-6.26746,12,17,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
77,WOLFE TONE STREET,53.3489,-6.26746,12,17,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
